zone,lat,long,crimeRank,educationRank,employmentRank,geographicAccessRank,healthRank,housingRank,incomeRank,rank
http://statistics.data.gov.uk/id/statistical-geography/S01000704,56.71243,-2.8588,5011,4125,5408,156,5045,2905,5312,4199
http://statistics.data.gov.uk/id/statistical-geography/S01000705,56.74229,-2.48276,4833,5025,5112,1337,5580,6061,5074,5198
http://statistics.data.gov.uk/id/statistical-geography/S01000706,56.74813,-2.64991,3494,4694,5718,668,6326,5011,5771,5179
http://statistics.data.gov.uk/id/statistical-geography/S01000707,56.77047,-2.51141,6113,4699,5136,320,4623,3707,4987,4387
http://statistics.data.gov.uk/id/statistical-geography/S01000708,56.69217,-3.18956,5636,5693,5384,35,5914,4626,5271,4283
http://statistics.data.gov.uk/id/statistical-geography/S01000709,56.80924,-2.65491,5440,4588,4726,1899,3986,5097,4128,4656
http://statistics.data.gov.uk/id/statistical-geography/S01000710,56.76534,-2.78543,5619,3598,5053,18,5816,3077,4116,3433
http://statistics.data.gov.uk/id/statistical-geography/S01000711,55.31558,-5.6479,4884,5034,4220,39,5157,2001,4729,3518
http://statistics.data.gov.uk/id/statistical-geography/S01000712,55.42167,-5.60111,2645,5504,3927,4521,2383,4727,3870,4238
http://statistics.data.gov.uk/id/statistical-geography/S01000713,55.41917,-5.6113,5314,3272,3495,3518,2659,4475,3051,3536
http://statistics.data.gov.uk/id/statistical-geography/S01000714,55.41054,-5.68461,5448,3826,3698,401,3791,1866,3785,3301
http://statistics.data.gov.uk/id/statistical-geography/S01000715,55.42251,-5.60955,2304,2972,1887,5734,894,2335,2144,2062
http://statistics.data.gov.uk/id/statistical-geography/S01000716,55.42469,-5.60596,49,1929,627,6413,660,670,1124,824
http://statistics.data.gov.uk/id/statistical-geography/S01000717,55.42975,-5.60808,827,581,1012,5188,694,1104,646,742
http://statistics.data.gov.uk/id/statistical-geography/S01000718,55.4298,-5.6156,2983,1642,2057,3161,1607,1466,2080,1969
http://statistics.data.gov.uk/id/statistical-geography/S01000719,55.4293,-5.60211,5376,5131,4277,957,3917,4843,3693,4084
http://statistics.data.gov.uk/id/statistical-geography/S01000720,55.53239,-5.51063,5564,4065,2755,659,4831,2796,3335,3204
http://statistics.data.gov.uk/id/statistical-geography/S01000721,55.60175,-5.68383,5563,3567,3067,61,3848,1578,3037,2465
http://statistics.data.gov.uk/id/statistical-geography/S01000722,55.62986,-6.186,4145,3049,3011,4633,1881,1392,2496,2899
http://statistics.data.gov.uk/id/statistical-geography/S01000723,55.72502,-6.26171,6260,4440,5076,68,6023,2576,5575,4186
http://statistics.data.gov.uk/id/statistical-geography/S01000724,55.75607,-6.28429,4039,2260,3093,6432,2611,2211,3534,3444
http://statistics.data.gov.uk/id/statistical-geography/S01000725,55.79438,-5.48243,5424,5605,4202,86,4664,2083,4624,3671
http://statistics.data.gov.uk/id/statistical-geography/S01000726,55.73603,-6.38571,6042,3466,4133,169,4626,2692,4449,3485
http://statistics.data.gov.uk/id/statistical-geography/S01000727,55.83108,-5.0528,4231,1964,2420,4045,2739,1490,1818,2328
http://statistics.data.gov.uk/id/statistical-geography/S01000728,55.80825,-5.02274,4594,4629,4612,150,5050,1141,4552,3751
http://statistics.data.gov.uk/id/statistical-geography/S01000729,55.83264,-5.06251,2817,2929,1712,4372,3951,2870,1989,2428
http://statistics.data.gov.uk/id/statistical-geography/S01000730,55.83268,-5.05372,2954,2610,2067,5807,4873,2058,1689,2582
http://statistics.data.gov.uk/id/statistical-geography/S01000731,55.83576,-5.06042,1516,1100,735,5278,2098,1107,629,936
http://statistics.data.gov.uk/id/statistical-geography/S01000732,55.8368,-5.05788,157,1193,134,6372,981,1271,279,318
http://statistics.data.gov.uk/id/statistical-geography/S01000733,55.83687,-5.0529,343,1608,1317,5505,1169,957,1361,1304
http://statistics.data.gov.uk/id/statistical-geography/S01000734,55.84323,-5.03033,6292,5411,4768,740,5025,5549,4607,4740
http://statistics.data.gov.uk/id/statistical-geography/S01000735,55.84007,-5.0609,2220,4108,3294,3901,3657,3103,3038,3620
http://statistics.data.gov.uk/id/statistical-geography/S01000736,55.85561,-5.06431,4389,4300,2391,1270,3297,3192,3242,3037
http://statistics.data.gov.uk/id/statistical-geography/S01000737,55.86019,-5.08015,1960,1950,1299,1309,4542,942,2254,1863
http://statistics.data.gov.uk/id/statistical-geography/S01000738,55.86274,-5.4113,2777,3965,3301,3629,5354,3291,4166,4314
http://statistics.data.gov.uk/id/statistical-geography/S01000739,55.86324,-5.4155,3620,3183,3381,6192,4429,3905,3324,4066
http://statistics.data.gov.uk/id/statistical-geography/S01000740,55.89437,-5.24656,4494,2533,3476,666,2619,3238,3818,2999
http://statistics.data.gov.uk/id/statistical-geography/S01000741,55.89305,-4.95799,4302,4963,3625,583,2435,4424,3452,3219
http://statistics.data.gov.uk/id/statistical-geography/S01000742,55.88048,-4.974,5238,4643,2902,166,4366,4706,3514,2991
http://statistics.data.gov.uk/id/statistical-geography/S01000743,55.93864,-4.93611,4725,5501,3222,1183,2857,4510,4058,3732
http://statistics.data.gov.uk/id/statistical-geography/S01000744,55.94808,-4.92919,82,3728,1093,5812,1569,2311,1496,1476
http://statistics.data.gov.uk/id/statistical-geography/S01000745,55.94717,-4.9349,2656,3367,2440,2931,2263,2538,3441,2961
http://statistics.data.gov.uk/id/statistical-geography/S01000746,55.95171,-4.93393,1497,2741,1633,5156,730,1826,2233,1813
http://statistics.data.gov.uk/id/statistical-geography/S01000747,55.95205,-4.9242,630,3424,1405,6281,1787,2396,1572,1803
http://statistics.data.gov.uk/id/statistical-geography/S01000748,55.95467,-4.92409,237,1613,260,6014,167,976,413,352
http://statistics.data.gov.uk/id/statistical-geography/S01000749,55.95521,-4.93503,575,705,188,4688,390,2183,104,191
http://statistics.data.gov.uk/id/statistical-geography/S01000750,55.95665,-4.91735,2984,4580,2892,4904,3265,3816,2790,3510
http://statistics.data.gov.uk/id/statistical-geography/S01000751,55.96568,-4.65219,3826,5575,4554,721,4700,5994,5665,4811
http://statistics.data.gov.uk/id/statistical-geography/S01000752,55.96039,-4.92353,2099,1802,545,4395,632,2226,617,757
http://statistics.data.gov.uk/id/statistical-geography/S01000753,55.96663,-4.65815,5349,3332,3150,837,4164,2121,2649,2978
http://statistics.data.gov.uk/id/statistical-geography/S01000754,55.96049,-4.91732,5995,3115,2046,3845,1978,4385,3115,2862
http://statistics.data.gov.uk/id/statistical-geography/S01000755,55.85295,-6.11045,4275,3954,4457,71,4766,1770,4726,3448
http://statistics.data.gov.uk/id/statistical-geography/S01000756,55.96848,-4.91223,4140,3614,3027,2170,2742,3932,3291,3276
http://statistics.data.gov.uk/id/statistical-geography/S01000757,55.9634,-4.931,2303,3440,3083,1430,2692,4906,3637,3146
http://statistics.data.gov.uk/id/statistical-geography/S01000758,55.96136,-4.6542,3506,5799,5589,510,4216,5756,6029,4974
http://statistics.data.gov.uk/id/statistical-geography/S01000759,55.98417,-4.95358,2902,2589,2034,758,2542,2669,1751,1875
http://statistics.data.gov.uk/id/statistical-geography/S01000760,55.98673,-4.84233,5960,4501,3827,920,5030,3706,5426,4558
http://statistics.data.gov.uk/id/statistical-geography/S01000761,55.98574,-4.8174,4496,4971,3820,943,5027,4055,4190,4180
http://statistics.data.gov.uk/id/statistical-geography/S01000762,55.99512,-4.70774,5197,4759,5982,1535,5437,5773,5967,5706
http://statistics.data.gov.uk/id/statistical-geography/S01000763,56.02586,-5.56627,6064,5569,5708,51,4627,1923,5440,4204
http://statistics.data.gov.uk/id/statistical-geography/S01000764,55.99924,-4.71252,3428,5052,5238,3481,4784,4462,4816,5375
http://statistics.data.gov.uk/id/statistical-geography/S01000765,55.99806,-4.70336,3836,4268,6049,1352,5380,5829,5447,5345
http://statistics.data.gov.uk/id/statistical-geography/S01000766,56.00155,-4.71757,3687,4523,2911,4790,3277,5020,4032,4075
http://statistics.data.gov.uk/id/statistical-geography/S01000767,56.00257,-4.71211,248,530,189,3445,183,1622,204,170
http://statistics.data.gov.uk/id/statistical-geography/S01000768,56.0031,-4.72777,775,2289,2079,6186,2208,1354,2446,2290
http://statistics.data.gov.uk/id/statistical-geography/S01000769,56.00459,-4.73668,85,3122,1627,6129,1532,655,2123,1778
http://statistics.data.gov.uk/id/statistical-geography/S01000770,56.00517,-4.71229,604,1052,510,2546,577,2426,351,465
http://statistics.data.gov.uk/id/statistical-geography/S01000771,56.00515,-4.72545,2280,4826,4208,3844,3401,3729,4628,4639
http://statistics.data.gov.uk/id/statistical-geography/S01000772,56.00523,-4.74367,2708,5934,4507,3424,3267,5480,4946,4978
http://statistics.data.gov.uk/id/statistical-geography/S01000773,56.00785,-4.75355,4794,4127,3790,1646,4251,4298,3903,4089
http://statistics.data.gov.uk/id/statistical-geography/S01000774,56.00968,-4.70747,3690,2606,3195,1508,1402,6063,2889,2616
http://statistics.data.gov.uk/id/statistical-geography/S01000775,56.00622,-4.73665,3529,6184,5983,3885,4834,5613,4003,5553
http://statistics.data.gov.uk/id/statistical-geography/S01000776,56.0092,-4.71707,6071,6001,6211,1525,5950,6090,6126,6116
http://statistics.data.gov.uk/id/statistical-geography/S01000777,56.01059,-4.71107,4251,2538,3245,1813,3139,5453,2168,2789
http://statistics.data.gov.uk/id/statistical-geography/S01000778,56.01117,-4.72572,4182,6122,5649,1705,6017,6431,5537,5792
http://statistics.data.gov.uk/id/statistical-geography/S01000779,56.00938,-4.75366,3140,4739,3922,1058,4150,5160,3977,3975
http://statistics.data.gov.uk/id/statistical-geography/S01000780,56.00922,-4.80082,1995,959,1143,1056,1813,1251,1518,1185
http://statistics.data.gov.uk/id/statistical-geography/S01000781,56.01234,-4.74585,6084,6263,6157,831,6161,6428,6294,5933
http://statistics.data.gov.uk/id/statistical-geography/S01000782,56.01313,-4.72232,6415,6126,5877,963,5444,6251,6117,5770
http://statistics.data.gov.uk/id/statistical-geography/S01000783,56.00368,-4.85283,4535,4702,4421,259,6090,2344,4689,4088
http://statistics.data.gov.uk/id/statistical-geography/S01000784,56.01612,-4.73254,4100,6201,6017,946,5172,6492,5543,5487
http://statistics.data.gov.uk/id/statistical-geography/S01000785,55.9872,-4.90933,4387,4874,2236,240,3368,3860,3162,2573
http://statistics.data.gov.uk/id/statistical-geography/S01000786,56.0161,-4.77468,3319,5202,3530,1111,4571,3226,4122,4003
http://statistics.data.gov.uk/id/statistical-geography/S01000787,56.00907,-5.21542,6487,5250,3841,26,5597,2830,4397,3442
http://statistics.data.gov.uk/id/statistical-geography/S01000788,56.02055,-4.78078,4992,5103,5297,793,4408,3618,5176,4846
http://statistics.data.gov.uk/id/statistical-geography/S01000789,56.01506,-5.44929,3745,4131,3480,1278,3507,3257,3732,3598
http://statistics.data.gov.uk/id/statistical-geography/S01000790,56.02962,-4.79265,5612,5712,6014,537,6108,6464,5304,5312
http://statistics.data.gov.uk/id/statistical-geography/S01000791,56.02304,-5.44812,4463,3692,3980,741,4204,3193,2918,3330
http://statistics.data.gov.uk/id/statistical-geography/S01000792,56.02509,-4.81979,5715,5005,5087,244,5258,4768,5662,4628
http://statistics.data.gov.uk/id/statistical-geography/S01000793,56.03611,-5.42306,3110,3877,3471,1119,3460,2587,3107,3218
http://statistics.data.gov.uk/id/statistical-geography/S01000794,56.03697,-5.43101,1135,3453,1679,5376,1619,3840,2140,2153
http://statistics.data.gov.uk/id/statistical-geography/S01000795,56.04123,-5.43621,3563,4231,4653,3407,3916,4456,4719,4896
http://statistics.data.gov.uk/id/statistical-geography/S01000796,56.0488,-4.64999,818,5430,4951,280,4793,2155,4963,3881
http://statistics.data.gov.uk/id/statistical-geography/S01000797,56.08251,-4.82687,2990,2752,2793,1077,3216,1899,3202,2775
http://statistics.data.gov.uk/id/statistical-geography/S01000798,56.08614,-4.83309,4903,1844,2771,1413,3172,1358,3478,2805
http://statistics.data.gov.uk/id/statistical-geography/S01000799,56.05005,-4.81165,5653,5463,6348,568,6247,4434,6107,5593
http://statistics.data.gov.uk/id/statistical-geography/S01000800,56.10776,-4.90629,3456,3019,3477,60,2500,2806,3723,2444
http://statistics.data.gov.uk/id/statistical-geography/S01000801,56.08327,-5.4478,5353,4669,6083,121,4881,3784,4912,4299
http://statistics.data.gov.uk/id/statistical-geography/S01000802,56.11624,-5.25495,3844,4689,3898,232,4857,3949,4294,3624
http://statistics.data.gov.uk/id/statistical-geography/S01000803,56.1545,-5.4728,6134,5188,5744,32,6223,1196,5008,4144
http://statistics.data.gov.uk/id/statistical-geography/S01000804,56.19985,-4.73871,452,3569,4077,514,3672,2820,4563,3206
http://statistics.data.gov.uk/id/statistical-geography/S01000805,56.16747,-5.06771,5580,4166,5157,219,4098,2306,4589,3927
http://statistics.data.gov.uk/id/statistical-geography/S01000806,56.279,-5.62024,5814,5358,4709,24,6074,2799,4588,3819
http://statistics.data.gov.uk/id/statistical-geography/S01000807,56.22981,-5.07412,5585,3686,4735,394,5278,2478,4676,4112
http://statistics.data.gov.uk/id/statistical-geography/S01000808,56.26334,-5.2805,4967,4085,5089,25,5877,1802,4966,3742
http://statistics.data.gov.uk/id/statistical-geography/S01000809,56.33399,-6.34991,6309,3334,5553,229,5475,975,4142,3893
http://statistics.data.gov.uk/id/statistical-geography/S01000810,56.37617,-5.42892,4868,4509,4341,90,4367,3617,5054,3683
http://statistics.data.gov.uk/id/statistical-geography/S01000811,56.40738,-5.48571,5451,5427,5947,1108,4356,4598,6427,5584
http://statistics.data.gov.uk/id/statistical-geography/S01000812,56.40354,-5.47279,1823,2352,1525,4782,635,2438,1634,1555
http://statistics.data.gov.uk/id/statistical-geography/S01000813,56.40068,-5.46499,4655,3819,4992,1314,3305,4806,4890,4481
http://statistics.data.gov.uk/id/statistical-geography/S01000814,56.40441,-5.46355,1050,1111,2763,1608,1907,1408,1828,1743
http://statistics.data.gov.uk/id/statistical-geography/S01000815,56.4089,-5.46668,739,898,1492,6443,398,1467,566,815
http://statistics.data.gov.uk/id/statistical-geography/S01000816,56.41082,-5.47454,176,1272,2671,6276,974,745,3622,2093
http://statistics.data.gov.uk/id/statistical-geography/S01000817,56.40943,-5.46073,5108,2853,4095,3523,2319,2890,4082,3919
http://statistics.data.gov.uk/id/statistical-geography/S01000818,56.41473,-5.46997,123,4364,5716,4819,3604,2236,4691,4470
http://statistics.data.gov.uk/id/statistical-geography/S01000819,56.39374,-5.05817,4746,4096,4648,56,4258,2459,4177,3312
http://statistics.data.gov.uk/id/statistical-geography/S01000820,56.45018,-5.75214,4891,5298,4867,3,5123,1229,5220,3694
http://statistics.data.gov.uk/id/statistical-geography/S01000821,56.41933,-5.47159,1896,2414,4039,3047,2361,1028,3971,3367
http://statistics.data.gov.uk/id/statistical-geography/S01000822,56.42047,-5.46382,5702,3790,4058,1178,3476,2439,4332,3984
http://statistics.data.gov.uk/id/statistical-geography/S01000823,56.42327,-5.47457,2412,3357,1903,2382,1438,1137,2683,2200
http://statistics.data.gov.uk/id/statistical-geography/S01000824,56.4302,-5.23897,4813,4500,4621,441,5079,3024,4791,4259
http://statistics.data.gov.uk/id/statistical-geography/S01000825,56.45338,-5.39508,4755,5246,5382,974,3538,4078,6072,5043
http://statistics.data.gov.uk/id/statistical-geography/S01000826,56.44657,-5.44417,4672,2253,3078,1589,2972,1258,3140,2898
http://statistics.data.gov.uk/id/statistical-geography/S01000827,56.46094,-5.36771,6041,4361,5510,139,4315,3391,5339,4190
http://statistics.data.gov.uk/id/statistical-geography/S01000828,56.49013,-5.40165,6053,4461,4285,252,3079,2264,4219,3466
http://statistics.data.gov.uk/id/statistical-geography/S01000829,56.55996,-5.3581,6208,4168,4998,6,5331,1646,4565,3497
http://statistics.data.gov.uk/id/statistical-geography/S01000830,56.55414,-6.17879,6114,5594,5383,15,6194,1140,4023,3747
http://statistics.data.gov.uk/id/statistical-geography/S01000831,56.51748,-6.82213,5911,3999,4787,1,3840,1421,4121,3100
http://statistics.data.gov.uk/id/statistical-geography/S01000832,56.62225,-6.07066,5085,4425,4607,1206,5362,3157,4196,4542
http://statistics.data.gov.uk/id/statistical-geography/S01000833,56.10576,-3.75267,2203,1722,3101,2185,4349,1974,3566,3090
http://statistics.data.gov.uk/id/statistical-geography/S01000834,56.10515,-3.7465,774,1955,1668,4396,2646,3015,1694,1862
http://statistics.data.gov.uk/id/statistical-geography/S01000835,56.10748,-3.75101,1064,1030,869,4813,2638,3233,500,942
http://statistics.data.gov.uk/id/statistical-geography/S01000836,56.10929,-3.78902,448,176,85,1859,876,2239,83,107
http://statistics.data.gov.uk/id/statistical-geography/S01000837,56.11433,-3.79203,41,1173,230,5595,903,1904,603,464
http://statistics.data.gov.uk/id/statistical-geography/S01000838,56.11159,-3.75342,3927,2807,3169,2851,3820,3683,3269,3455
http://statistics.data.gov.uk/id/statistical-geography/S01000839,56.11451,-3.80705,4190,3858,3278,1689,2930,3750,4006,3607
http://statistics.data.gov.uk/id/statistical-geography/S01000840,56.11195,-3.78496,332,713,351,3678,2145,2736,375,510
http://statistics.data.gov.uk/id/statistical-geography/S01000841,56.11381,-3.78038,822,164,197,3011,1577,1901,117,196
http://statistics.data.gov.uk/id/statistical-geography/S01000842,56.10552,-3.73819,4025,4910,4501,869,5351,5482,5070,4724
http://statistics.data.gov.uk/id/statistical-geography/S01000843,56.11458,-3.8024,1250,4741,3599,3499,3474,5436,3039,3678
http://statistics.data.gov.uk/id/statistical-geography/S01000844,56.11929,-3.78232,1123,2339,1965,4471,2963,3117,1722,2133
http://statistics.data.gov.uk/id/statistical-geography/S01000845,56.12003,-3.80045,1451,4847,3717,2659,4762,5766,4785,4504
http://statistics.data.gov.uk/id/statistical-geography/S01000846,56.11998,-3.7849,458,846,249,4590,1334,2090,431,466
http://statistics.data.gov.uk/id/statistical-geography/S01000847,56.12157,-3.79642,1365,3551,1375,2782,2116,4524,2005,1961
http://statistics.data.gov.uk/id/statistical-geography/S01000848,56.12086,-3.80781,5503,3901,3854,1993,5279,5253,3866,4356
http://statistics.data.gov.uk/id/statistical-geography/S01000849,56.12221,-3.80451,4194,4539,2686,2439,4582,4217,1914,3041
http://statistics.data.gov.uk/id/statistical-geography/S01000850,56.12268,-3.80106,4057,2331,753,2794,1686,1856,443,926
http://statistics.data.gov.uk/id/statistical-geography/S01000851,56.12353,-3.79327,5648,5382,4509,1702,5714,5121,5615,5369
http://statistics.data.gov.uk/id/statistical-geography/S01000852,56.12496,-3.78653,1053,2594,361,5142,2092,4342,1489,1176
http://statistics.data.gov.uk/id/statistical-geography/S01000853,56.12446,-3.80702,3461,1567,1766,2276,3347,3383,1385,1814
http://statistics.data.gov.uk/id/statistical-geography/S01000854,56.12638,-3.77533,925,1181,1133,2331,1453,3536,993,1104
http://statistics.data.gov.uk/id/statistical-geography/S01000855,56.13,-3.84467,3904,3412,3106,1713,3165,5363,3018,3198
http://statistics.data.gov.uk/id/statistical-geography/S01000856,56.12785,-3.76687,2060,380,1088,1082,5918,2895,1270,1194
http://statistics.data.gov.uk/id/statistical-geography/S01000857,56.12589,-3.79059,2246,3051,2161,1495,3729,5167,2583,2576
http://statistics.data.gov.uk/id/statistical-geography/S01000858,56.12876,-3.8352,5171,4221,5068,1429,4975,5270,4179,4734
http://statistics.data.gov.uk/id/statistical-geography/S01000859,56.12573,-3.81488,3239,4559,3915,1651,5295,4896,4666,4543
http://statistics.data.gov.uk/id/statistical-geography/S01000860,56.12804,-3.77504,704,286,1042,2458,1812,2512,632,732
http://statistics.data.gov.uk/id/statistical-geography/S01000861,56.13051,-3.78823,4991,5218,3924,2223,4141,5131,4180,4561
http://statistics.data.gov.uk/id/statistical-geography/S01000862,56.12955,-3.78363,4073,5121,4228,3259,5712,6030,5281,5386
http://statistics.data.gov.uk/id/statistical-geography/S01000863,56.12674,-3.80624,2561,2544,1665,2137,2732,3141,2303,2155
http://statistics.data.gov.uk/id/statistical-geography/S01000864,56.13116,-3.83541,5460,3530,3602,3077,4477,4425,4657,4520
http://statistics.data.gov.uk/id/statistical-geography/S01000865,56.13116,-3.77679,1644,2280,1247,3823,752,4418,1880,1523
http://statistics.data.gov.uk/id/statistical-geography/S01000866,56.13377,-3.82894,2258,485,732,3416,1333,2288,1262,948
http://statistics.data.gov.uk/id/statistical-geography/S01000867,56.13463,-3.84034,413,883,449,4888,537,3369,499,517
http://statistics.data.gov.uk/id/statistical-geography/S01000868,56.13362,-3.84637,2613,523,533,2818,1612,2994,389,605
http://statistics.data.gov.uk/id/statistical-geography/S01000869,56.13518,-3.82466,1086,214,415,2233,1866,2011,396,426
http://statistics.data.gov.uk/id/statistical-geography/S01000870,56.13638,-3.84097,1491,426,844,3755,2078,1728,738,853
http://statistics.data.gov.uk/id/statistical-geography/S01000871,56.1376,-3.77287,3052,3501,2017,2171,2010,5137,2702,2480
http://statistics.data.gov.uk/id/statistical-geography/S01000872,56.14284,-3.73585,4666,4620,2183,2054,5074,5245,3134,3376
http://statistics.data.gov.uk/id/statistical-geography/S01000873,56.13578,-3.83164,2852,2098,4548,1446,2942,2859,4708,3682
http://statistics.data.gov.uk/id/statistical-geography/S01000874,56.14431,-3.73994,1567,1480,639,2253,2981,2119,450,816
http://statistics.data.gov.uk/id/statistical-geography/S01000875,56.15013,-3.85272,3206,3519,4151,2217,4509,2964,4170,4233
http://statistics.data.gov.uk/id/statistical-geography/S01000876,56.15168,-3.74044,2202,3903,1856,4426,3234,4464,2745,2866
http://statistics.data.gov.uk/id/statistical-geography/S01000877,56.15146,-3.75025,1093,1808,1072,5311,2395,2080,719,1237
http://statistics.data.gov.uk/id/statistical-geography/S01000878,56.15313,-3.78798,5157,5711,5342,4862,6273,5725,5926,6308
http://statistics.data.gov.uk/id/statistical-geography/S01000879,56.16202,-3.67269,4016,5883,4432,4163,4924,5579,4576,5331
http://statistics.data.gov.uk/id/statistical-geography/S01000880,56.1489,-3.84527,5402,5853,5909,2271,6316,6073,5257,5992
http://statistics.data.gov.uk/id/statistical-geography/S01000881,56.15123,-3.80884,1144,2248,1219,4820,3070,3954,1445,1730
http://statistics.data.gov.uk/id/statistical-geography/S01000882,56.15071,-3.80228,1173,3847,1960,6324,2955,4412,1971,2548
http://statistics.data.gov.uk/id/statistical-geography/S01000883,56.15178,-3.79582,2957,3814,2647,5562,3801,3765,2773,3425
http://statistics.data.gov.uk/id/statistical-geography/S01000884,56.14998,-3.85584,2678,4650,3410,4262,4003,2768,3643,4116
http://statistics.data.gov.uk/id/statistical-geography/S01000885,56.15504,-3.73125,4303,6268,5768,2803,6464,6486,5536,6154
http://statistics.data.gov.uk/id/statistical-geography/S01000886,56.15534,-3.73529,4001,3784,2428,2342,3284,3624,2827,3033
http://statistics.data.gov.uk/id/statistical-geography/S01000887,56.1533,-3.81521,1605,4437,2365,3876,2987,4988,3042,3139
http://statistics.data.gov.uk/id/statistical-geography/S01000888,56.15326,-3.80507,1472,3667,1949,5895,2696,3207,2097,2526
http://statistics.data.gov.uk/id/statistical-geography/S01000889,56.15446,-3.7404,1506,3070,3111,3188,3897,4541,3066,3283
http://statistics.data.gov.uk/id/statistical-geography/S01000890,56.15675,-3.74405,911,3720,1730,4348,3087,4448,1234,1985
http://statistics.data.gov.uk/id/statistical-geography/S01000891,56.16226,-3.68083,5787,5701,4508,2754,5836,5965,4867,5456
http://statistics.data.gov.uk/id/statistical-geography/S01000892,56.16693,-3.66546,5394,6412,5928,1960,6362,5836,5146,5967
http://statistics.data.gov.uk/id/statistical-geography/S01000893,56.16922,-3.66714,5840,6410,5372,1398,5928,6190,5224,5634
http://statistics.data.gov.uk/id/statistical-geography/S01000894,56.15626,-3.797,6070,4661,4888,3775,5995,5572,4581,5527
http://statistics.data.gov.uk/id/statistical-geography/S01000895,56.15706,-3.7371,3772,5152,3403,1999,4989,5683,4206,4372
http://statistics.data.gov.uk/id/statistical-geography/S01000896,56.18836,-3.61429,6388,6446,6143,533,5674,5712,5513,5453
http://statistics.data.gov.uk/id/statistical-geography/S01000897,54.69171,-4.89656,6430,3531,2713,246,3627,2329,2753,2542
http://statistics.data.gov.uk/id/statistical-geography/S01000898,54.70152,-4.36319,5393,2562,3779,552,5649,1623,3373,3285
http://statistics.data.gov.uk/id/statistical-geography/S01000899,54.73262,-4.41626,4198,827,1381,5953,2106,2217,1068,1440
http://statistics.data.gov.uk/id/statistical-geography/S01000900,54.77603,-4.46671,6191,3815,4279,310,5619,3307,3715,3721
http://statistics.data.gov.uk/id/statistical-geography/S01000901,54.79761,-4.98617,5367,4324,2856,257,4181,2706,2749,2731
http://statistics.data.gov.uk/id/statistical-geography/S01000902,54.83151,-4.05606,5691,4834,4083,2623,5370,4555,4802,5048
http://statistics.data.gov.uk/id/statistical-geography/S01000903,54.7637,-4.58411,6002,3244,3357,578,4183,2845,3604,3268
http://statistics.data.gov.uk/id/statistical-geography/S01000904,54.79359,-4.39472,4835,2510,3501,484,4545,2647,1855,2477
http://statistics.data.gov.uk/id/statistical-geography/S01000905,54.82872,-3.8845,524,5963,4491,208,5593,2050,4223,3491
http://statistics.data.gov.uk/id/statistical-geography/S01000906,54.84245,-4.05258,6487,5602,3769,2863,3494,4096,3646,4382
http://statistics.data.gov.uk/id/statistical-geography/S01000907,54.83513,-4.05453,2374,4811,2179,6364,2678,3062,2235,2927
http://statistics.data.gov.uk/id/statistical-geography/S01000908,54.83988,-4.04465,1940,3668,2820,5852,3198,4175,2602,3239
http://statistics.data.gov.uk/id/statistical-geography/S01000909,54.83755,-4.11227,6385,5256,4498,262,5823,4102,4796,4346
http://statistics.data.gov.uk/id/statistical-geography/S01000910,54.84695,-4.99736,5208,2452,3348,608,2071,2984,2965,2581
http://statistics.data.gov.uk/id/statistical-geography/S01000911,54.84705,-4.03535,5292,5984,4685,755,5232,5617,4783,4834
http://statistics.data.gov.uk/id/statistical-geography/S01000912,54.85806,-4.45899,6025,2980,3733,3350,4963,4299,3006,3969
http://statistics.data.gov.uk/id/statistical-geography/S01000913,54.88218,-4.18316,4800,5094,3726,769,4272,4573,3895,3920
http://statistics.data.gov.uk/id/statistical-geography/S01000914,54.87265,-3.77278,6487,4824,5579,227,5860,5062,6056,4923
http://statistics.data.gov.uk/id/statistical-geography/S01000915,54.84518,-5.11121,4309,3753,4351,345,3614,2561,3924,3426
http://statistics.data.gov.uk/id/statistical-geography/S01000916,54.87848,-4.81059,3946,2876,2923,512,3003,3451,2521,2458
http://statistics.data.gov.uk/id/statistical-geography/S01000917,54.89366,-4.57086,5398,3484,3085,490,3900,3696,3651,3156
http://statistics.data.gov.uk/id/statistical-geography/S01000918,54.87922,-3.59809,4173,2717,2730,206,5454,1321,3656,2724
http://statistics.data.gov.uk/id/statistical-geography/S01000919,54.8695,-4.44436,6301,3499,2561,2034,4463,3874,2397,3083
http://statistics.data.gov.uk/id/statistical-geography/S01000920,54.91673,-3.9646,6391,4635,3936,277,5552,4696,3870,3793
http://statistics.data.gov.uk/id/statistical-geography/S01000921,54.89514,-4.95393,2635,4574,2988,442,3789,3095,2146,2552
http://statistics.data.gov.uk/id/statistical-geography/S01000922,54.91904,-3.85595,4289,3485,3822,656,3783,4763,2913,3184
http://statistics.data.gov.uk/id/statistical-geography/S01000923,54.89212,-5.02561,3675,2124,3099,1115,3694,3568,3370,2975
http://statistics.data.gov.uk/id/statistical-geography/S01000924,54.89448,-5.02797,2359,1629,1459,2366,1685,2703,1502,1546
http://statistics.data.gov.uk/id/statistical-geography/S01000925,54.92577,-3.81538,5891,2530,3136,595,3646,2891,2798,2751
http://statistics.data.gov.uk/id/statistical-geography/S01000926,54.89862,-5.03515,3727,2108,2476,1921,4045,2816,1725,2316
http://statistics.data.gov.uk/id/statistical-geography/S01000927,54.89871,-5.02782,3546,1678,2189,4970,1420,2468,1876,2045
