zone,lat,long,crimeRank,educationRank,employmentRank,geographicAccessRank,healthRank,housingRank,incomeRank,rank
http://statistics.data.gov.uk/id/statistical-geography/S01003980,58.44333,-3.15869,1860,3191,5056,547,2995,3827,5681,3906
http://statistics.data.gov.uk/id/statistical-geography/S01003981,58.43743,-3.0882,1521,1792,2437,5468,1628,5181,3326,2619
http://statistics.data.gov.uk/id/statistical-geography/S01003982,58.43933,-3.09614,729,3024,3547,5927,1863,5477,3472,3251
http://statistics.data.gov.uk/id/statistical-geography/S01003983,58.44378,-3.07863,3682,4415,4325,2937,3324,6040,4072,4443
http://statistics.data.gov.uk/id/statistical-geography/S01003984,58.44413,-3.09428,74,1911,898,6344,1494,2863,1436,1231
http://statistics.data.gov.uk/id/statistical-geography/S01003985,58.44606,-3.08149,1450,343,925,3154,162,2771,300,404
http://statistics.data.gov.uk/id/statistical-geography/S01003986,58.44608,-3.08944,3309,927,2074,5100,962,4326,1665,1668
http://statistics.data.gov.uk/id/statistical-geography/S01003987,58.45001,-3.05643,6321,3855,4795,681,3699,5621,4649,4242
http://statistics.data.gov.uk/id/statistical-geography/S01003988,58.54781,-3.91625,5065,4104,3716,40,5376,2149,2796,2750
http://statistics.data.gov.uk/id/statistical-geography/S01003989,58.50132,-3.28962,5935,3776,3272,204,2950,3808,3963,2988
http://statistics.data.gov.uk/id/statistical-geography/S01003990,58.55473,-4.70623,6374,3773,3440,76,4616,1574,3203,2800
http://statistics.data.gov.uk/id/statistical-geography/S01003991,58.4754,-3.13399,4490,3388,4114,540,2836,4253,3740,3297
http://statistics.data.gov.uk/id/statistical-geography/S01003992,58.51454,-3.49015,4236,3372,3302,2668,3350,5364,3606,3714
http://statistics.data.gov.uk/id/statistical-geography/S01003993,58.56093,-3.7473,6487,4390,4237,167,4546,2963,4692,3773
http://statistics.data.gov.uk/id/statistical-geography/S01003994,58.54506,-3.20749,1990,3294,3763,205,3480,2935,3544,2815
http://statistics.data.gov.uk/id/statistical-geography/S01003995,58.56354,-3.53792,4730,3581,4402,459,3910,4767,4657,3884
http://statistics.data.gov.uk/id/statistical-geography/S01003996,58.58839,-3.38037,5640,3528,4427,475,3891,4481,4911,3998
http://statistics.data.gov.uk/id/statistical-geography/S01003997,58.58585,-3.54164,437,1539,1215,3746,1587,4377,1388,1339
http://statistics.data.gov.uk/id/statistical-geography/S01003998,58.58671,-3.52189,1574,2779,3058,3019,3410,4824,3937,3412
http://statistics.data.gov.uk/id/statistical-geography/S01003999,58.58943,-3.53457,543,3585,3576,5211,3462,4903,3900,3801
http://statistics.data.gov.uk/id/statistical-geography/S01004000,58.59096,-3.51175,2781,2213,2209,2467,1769,3244,1903,2066
http://statistics.data.gov.uk/id/statistical-geography/S01004001,58.59307,-3.38848,3649,1482,2212,4932,1948,3538,2494,2337
http://statistics.data.gov.uk/id/statistical-geography/S01004002,58.59544,-3.52003,265,3075,2214,6406,1603,3297,2632,2313
http://statistics.data.gov.uk/id/statistical-geography/S01004003,58.5937,-3.5382,2875,3661,2824,4114,4590,5911,3756,3928
http://statistics.data.gov.uk/id/statistical-geography/S01004004,58.59402,-3.50676,3358,1347,2373,3968,3162,3004,2471,2476
http://statistics.data.gov.uk/id/statistical-geography/S01004005,58.59414,-3.53151,2124,4258,3182,5722,4054,5451,4586,4449
http://statistics.data.gov.uk/id/statistical-geography/S01004006,58.59533,-3.53741,2361,4026,4692,4196,4218,5278,3976,4692
http://statistics.data.gov.uk/id/statistical-geography/S01004007,58.59623,-3.52988,174,1698,1830,5673,1565,4715,1382,1564
http://statistics.data.gov.uk/id/statistical-geography/S01004008,58.62639,-3.1215,6423,3800,3738,247,3429,4068,3627,3172
http://statistics.data.gov.uk/id/statistical-geography/S01004009,58.60374,-3.54888,5459,4315,5566,1175,4715,5996,5299,5132
http://statistics.data.gov.uk/id/statistical-geography/S01004010,58.62944,-3.30674,6455,3498,4500,161,4427,5109,4688,3724
http://statistics.data.gov.uk/id/statistical-geography/S01004011,55.86958,-4.62141,6219,5480,3843,623,4605,6032,4579,4276
http://statistics.data.gov.uk/id/statistical-geography/S01004012,55.88439,-4.89043,3003,4468,4766,1131,3982,4871,4389,4324
http://statistics.data.gov.uk/id/statistical-geography/S01004013,55.89527,-4.64147,4480,4457,4215,775,5434,5582,5546,4683
http://statistics.data.gov.uk/id/statistical-geography/S01004014,55.89103,-4.62708,3629,6096,5769,5081,4301,5852,5116,5934
http://statistics.data.gov.uk/id/statistical-geography/S01004015,55.89369,-4.63478,4458,6013,5096,2560,4318,6269,5651,5605
http://statistics.data.gov.uk/id/statistical-geography/S01004016,55.88965,-4.88951,6221,4954,3919,1648,4378,5378,5352,4859
http://statistics.data.gov.uk/id/statistical-geography/S01004017,55.89547,-4.62578,5442,6019,4637,4957,4240,4742,4391,5397
http://statistics.data.gov.uk/id/statistical-geography/S01004018,55.89263,-4.88983,6261,4864,4394,1697,5385,6078,5395,5193
http://statistics.data.gov.uk/id/statistical-geography/S01004019,55.89235,-4.89552,6251,5167,5835,672,5726,5598,6181,5493
http://statistics.data.gov.uk/id/statistical-geography/S01004020,55.90002,-4.62895,4234,3664,3380,2543,2898,3507,3443,3568
http://statistics.data.gov.uk/id/statistical-geography/S01004021,55.9027,-4.86285,6159,5830,6203,534,5557,6349,6443,5632
http://statistics.data.gov.uk/id/statistical-geography/S01004022,55.90652,-4.87039,5417,5117,3695,2068,4682,4146,4291,4553
http://statistics.data.gov.uk/id/statistical-geography/S01004023,55.90869,-4.85975,5096,4383,4091,883,3750,2314,3989,3889
http://statistics.data.gov.uk/id/statistical-geography/S01004024,55.93176,-4.73897,2617,3311,2913,569,1804,1703,3493,2502
http://statistics.data.gov.uk/id/statistical-geography/S01004025,55.91851,-4.65949,946,1106,846,3262,775,2960,1033,921
http://statistics.data.gov.uk/id/statistical-geography/S01004026,55.92048,-4.664,3204,1695,1442,3453,1574,1947,1648,1655
http://statistics.data.gov.uk/id/statistical-geography/S01004027,55.92138,-4.65683,810,1725,858,4281,1205,2116,1373,1198
http://statistics.data.gov.uk/id/statistical-geography/S01004028,55.92169,-4.64931,891,332,558,3039,409,1052,821,512
http://statistics.data.gov.uk/id/statistical-geography/S01004029,55.92259,-4.66589,3095,885,1086,4963,976,1341,1305,1200
http://statistics.data.gov.uk/id/statistical-geography/S01004030,55.92263,-4.64697,1104,263,476,2184,970,747,717,498
http://statistics.data.gov.uk/id/statistical-geography/S01004031,55.92351,-4.65263,3993,1232,873,3587,1593,1241,792,1072
http://statistics.data.gov.uk/id/statistical-geography/S01004032,55.92893,-4.65124,2038,312,609,891,420,914,546,411
http://statistics.data.gov.uk/id/statistical-geography/S01004033,55.9236,-4.66112,1345,551,841,4875,383,1924,656,661
http://statistics.data.gov.uk/id/statistical-geography/S01004034,55.92426,-4.67887,3246,2775,2751,1869,3184,2608,3092,2939
http://statistics.data.gov.uk/id/statistical-geography/S01004035,55.92606,-4.66786,1663,1290,2103,5301,829,2202,1396,1558
http://statistics.data.gov.uk/id/statistical-geography/S01004036,55.92571,-4.6507,3968,216,368,2953,379,1081,536,386
http://statistics.data.gov.uk/id/statistical-geography/S01004037,55.92577,-4.68128,3350,2608,2707,2284,1891,2307,3411,2792
http://statistics.data.gov.uk/id/statistical-geography/S01004038,55.92714,-4.66724,2197,981,1052,5212,510,1726,1049,991
http://statistics.data.gov.uk/id/statistical-geography/S01004039,55.92926,-4.65687,719,68,275,2305,1688,997,420,294
http://statistics.data.gov.uk/id/statistical-geography/S01004040,55.93098,-4.68933,5530,3926,2668,1712,3132,1885,3260,3177
http://statistics.data.gov.uk/id/statistical-geography/S01004041,55.93032,-4.67039,418,1573,509,4102,443,699,846,665
http://statistics.data.gov.uk/id/statistical-geography/S01004042,55.93187,-4.67738,37,1288,11,3581,154,235,274,115
http://statistics.data.gov.uk/id/statistical-geography/S01004043,55.93436,-4.83027,5828,3610,3399,794,2664,1771,4725,3462
http://statistics.data.gov.uk/id/statistical-geography/S01004044,55.93245,-4.68383,3213,431,133,3960,496,1136,237,237
http://statistics.data.gov.uk/id/statistical-geography/S01004045,55.93297,-4.7405,3153,1024,692,1610,330,1486,634,621
http://statistics.data.gov.uk/id/statistical-geography/S01004046,55.93393,-4.6908,962,1710,541,6346,238,614,425,546
http://statistics.data.gov.uk/id/statistical-geography/S01004047,55.9348,-4.73339,3893,636,1032,1475,1794,1147,528,800
http://statistics.data.gov.uk/id/statistical-geography/S01004048,55.93462,-4.69869,1311,2587,1140,5066,1168,1330,1296,1421
http://statistics.data.gov.uk/id/statistical-geography/S01004049,55.93371,-4.70457,2440,2498,2535,2021,2218,1730,2725,2452
http://statistics.data.gov.uk/id/statistical-geography/S01004050,55.93578,-4.7393,703,709,256,2761,1032,380,91,225
http://statistics.data.gov.uk/id/statistical-geography/S01004051,55.93693,-4.74752,2132,652,140,2041,394,1119,107,163
http://statistics.data.gov.uk/id/statistical-geography/S01004052,55.93791,-4.72634,501,676,277,2212,135,1148,729,333
http://statistics.data.gov.uk/id/statistical-geography/S01004053,55.93811,-4.73391,1504,2074,670,1538,807,1206,1111,905
http://statistics.data.gov.uk/id/statistical-geography/S01004054,55.93781,-4.82029,2295,2485,1854,1523,899,1705,2891,1889
http://statistics.data.gov.uk/id/statistical-geography/S01004055,55.93812,-4.77819,2602,3169,2241,1136,2234,2059,3409,2524
http://statistics.data.gov.uk/id/statistical-geography/S01004056,55.93607,-4.82356,3409,1110,1623,866,1653,1106,2164,1512
http://statistics.data.gov.uk/id/statistical-geography/S01004057,55.93651,-4.7151,4347,939,1162,1625,480,1838,1073,937
http://statistics.data.gov.uk/id/statistical-geography/S01004058,55.93693,-4.80738,2765,863,492,1140,374,802,755,524
http://statistics.data.gov.uk/id/statistical-geography/S01004059,55.93893,-4.78885,1214,1837,443,1204,1260,1633,784,710
http://statistics.data.gov.uk/id/statistical-geography/S01004060,55.94002,-4.74273,1617,1345,209,2438,312,812,235,276
http://statistics.data.gov.uk/id/statistical-geography/S01004061,55.94018,-4.73031,1289,743,252,2877,59,993,257,203
http://statistics.data.gov.uk/id/statistical-geography/S01004062,55.94041,-4.77081,4678,4948,2893,3911,1873,4255,3380,3473
http://statistics.data.gov.uk/id/statistical-geography/S01004063,55.94127,-4.73833,412,1184,325,2592,243,1260,1015,497
http://statistics.data.gov.uk/id/statistical-geography/S01004064,55.94008,-4.78157,4612,3105,2607,2292,2899,1800,2312,2707
http://statistics.data.gov.uk/id/statistical-geography/S01004065,55.94296,-4.75757,989,986,295,5326,481,952,260,372
http://statistics.data.gov.uk/id/statistical-geography/S01004066,55.94104,-4.81047,434,1766,1259,1947,948,1039,1183,1101
http://statistics.data.gov.uk/id/statistical-geography/S01004067,55.94129,-4.79027,1654,4225,2479,3448,1992,4143,3333,2998
http://statistics.data.gov.uk/id/statistical-geography/S01004068,55.94187,-4.76661,347,1343,79,5436,192,1218,345,214
http://statistics.data.gov.uk/id/statistical-geography/S01004069,55.94324,-4.76245,122,1461,854,5287,372,831,1090,799
http://statistics.data.gov.uk/id/statistical-geography/S01004070,55.94178,-4.74423,379,837,663,3622,250,951,1030,637
http://statistics.data.gov.uk/id/statistical-geography/S01004071,55.94256,-4.803,142,2101,473,1933,307,1749,921,587
http://statistics.data.gov.uk/id/statistical-geography/S01004072,55.94394,-4.77954,388,3043,2259,3744,1950,1085,2678,2271
http://statistics.data.gov.uk/id/statistical-geography/S01004073,55.94288,-4.82053,1465,761,583,1118,614,1313,229,380
http://statistics.data.gov.uk/id/statistical-geography/S01004074,55.94204,-4.82576,912,266,199,901,180,744,355,160
http://statistics.data.gov.uk/id/statistical-geography/S01004075,55.94437,-4.75482,605,741,62,5688,17,2218,212,126
http://statistics.data.gov.uk/id/statistical-geography/S01004076,55.94416,-4.79306,2268,1930,1192,2783,1115,2884,1916,1526
http://statistics.data.gov.uk/id/statistical-geography/S01004077,55.94315,-4.79832,2097,3470,2674,1698,2784,2201,2740,2716
http://statistics.data.gov.uk/id/statistical-geography/S01004078,55.94462,-4.7706,1498,2835,546,5765,792,1061,1328,1116
http://statistics.data.gov.uk/id/statistical-geography/S01004079,55.94358,-4.81722,521,556,661,1345,772,1239,888,618
http://statistics.data.gov.uk/id/statistical-geography/S01004080,55.94414,-4.76358,398,2026,159,5962,333,1639,218,285
http://statistics.data.gov.uk/id/statistical-geography/S01004081,55.94614,-4.81175,823,5560,5304,1006,3804,4242,4568,4269
http://statistics.data.gov.uk/id/statistical-geography/S01004082,55.94637,-4.85548,5939,6228,5737,521,6153,5325,6341,5577
http://statistics.data.gov.uk/id/statistical-geography/S01004083,55.94523,-4.7845,2393,791,142,3812,111,1447,153,172
http://statistics.data.gov.uk/id/statistical-geography/S01004084,55.94631,-4.75945,844,2369,457,6232,402,1491,582,666
http://statistics.data.gov.uk/id/statistical-geography/S01004085,55.94621,-4.77024,1604,1820,195,6343,505,703,659,543
http://statistics.data.gov.uk/id/statistical-geography/S01004086,55.9477,-4.76241,5086,1741,232,6267,404,1301,183,391
http://statistics.data.gov.uk/id/statistical-geography/S01004087,55.94563,-4.82426,783,377,397,1019,531,917,414,309
http://statistics.data.gov.uk/id/statistical-geography/S01004088,55.94305,-4.82692,1397,455,1514,638,474,1395,514,588
http://statistics.data.gov.uk/id/statistical-geography/S01004089,55.94724,-4.79789,1556,1743,985,1061,786,801,967,900
http://statistics.data.gov.uk/id/statistical-geography/S01004090,55.94719,-4.78978,736,603,291,1743,32,918,168,148
http://statistics.data.gov.uk/id/statistical-geography/S01004091,55.95003,-4.77565,4320,3678,2120,3689,2357,3847,2327,2689
http://statistics.data.gov.uk/id/statistical-geography/S01004092,55.9484,-4.77127,979,2888,1070,5851,2288,1735,1173,1549
http://statistics.data.gov.uk/id/statistical-geography/S01004093,55.9486,-4.76648,62,3061,330,6446,465,1143,453,514
http://statistics.data.gov.uk/id/statistical-geography/S01004094,55.94982,-4.75939,40,1291,974,6283,220,214,793,660
http://statistics.data.gov.uk/id/statistical-geography/S01004095,55.95005,-4.76998,1803,4333,3628,6115,4389,1861,3574,4218
http://statistics.data.gov.uk/id/statistical-geography/S01004096,55.95103,-4.84378,3272,5839,5561,875,5007,6410,6435,5425
http://statistics.data.gov.uk/id/statistical-geography/S01004097,55.94966,-4.79523,2028,904,998,1294,363,1441,892,724
http://statistics.data.gov.uk/id/statistical-geography/S01004098,55.95135,-4.80966,2773,5764,2854,1283,3622,3242,4619,3812
http://statistics.data.gov.uk/id/statistical-geography/S01004099,55.94879,-4.85117,6037,5856,5289,669,5291,5637,5876,5279
http://statistics.data.gov.uk/id/statistical-geography/S01004100,55.95071,-4.81695,3220,2050,1641,1632,1646,1655,1999,1751
http://statistics.data.gov.uk/id/statistical-geography/S01004101,55.95092,-4.76729,2010,3648,2283,6270,2393,876,2239,2661
http://statistics.data.gov.uk/id/statistical-geography/S01004102,55.9518,-4.77216,2140,4765,3737,5294,4039,3783,4202,4568
http://statistics.data.gov.uk/id/statistical-geography/S01004103,55.95154,-4.83077,5211,4173,3204,1533,4669,2832,3372,3705
http://statistics.data.gov.uk/id/statistical-geography/S01004104,55.95237,-4.77861,3412,6064,5426,2499,4551,5867,6178,5794
http://statistics.data.gov.uk/id/statistical-geography/S01004105,55.95208,-4.82553,2069,4183,3295,1963,2870,1608,3444,3287
http://statistics.data.gov.uk/id/statistical-geography/S01004106,55.95409,-4.77146,3452,4793,3828,4921,2777,2162,3564,4120
http://statistics.data.gov.uk/id/statistical-geography/S01004107,55.95397,-4.8074,3126,5881,4586,2899,3899,5187,4800,5030
http://statistics.data.gov.uk/id/statistical-geography/S01004108,55.956,-4.7984,5049,4648,4242,1620,3448,3939,4017,4217
http://statistics.data.gov.uk/id/statistical-geography/S01004109,55.95436,-4.802,6277,5826,4719,1401,5655,4902,5433,5373
http://statistics.data.gov.uk/id/statistical-geography/S01004110,55.9574,-4.77001,4152,4926,4045,4172,1993,3596,3883,4132
http://statistics.data.gov.uk/id/statistical-geography/S01004111,55.95464,-4.83308,5107,5753,4441,1995,3795,5047,4593,4845
http://statistics.data.gov.uk/id/statistical-geography/S01004112,55.95553,-4.77395,5558,6077,3121,4194,2814,5685,3343,4070
http://statistics.data.gov.uk/id/statistical-geography/S01004113,55.95333,-4.81964,3125,4680,3693,3020,3188,1374,3832,3971
http://statistics.data.gov.uk/id/statistical-geography/S01004114,55.95613,-4.80675,2445,3458,2270,3756,1823,738,1944,2272
http://statistics.data.gov.uk/id/statistical-geography/S01004115,55.95792,-4.78258,5725,6174,3765,2445,2645,5297,3583,4152
http://statistics.data.gov.uk/id/statistical-geography/S01004116,55.95986,-4.77917,4688,5582,5178,3219,3483,5423,4989,5310
http://statistics.data.gov.uk/id/statistical-geography/S01004117,55.95915,-4.81995,4922,4696,3871,5250,3997,1738,3993,4669
http://statistics.data.gov.uk/id/statistical-geography/S01004118,55.95785,-4.81556,1650,3572,1048,6049,715,613,1257,1355
http://statistics.data.gov.uk/id/statistical-geography/S01004119,55.96019,-4.82227,3326,3624,2667,4198,4006,1236,3176,3420
http://statistics.data.gov.uk/id/statistical-geography/S01004120,55.96073,-4.79475,4937,6318,5495,1777,3883,5211,5544,5457
http://statistics.data.gov.uk/id/statistical-geography/S01004121,55.8143,-3.09048,5584,4060,4324,183,5423,3947,4243,3752
http://statistics.data.gov.uk/id/statistical-geography/S01004122,55.80234,-3.2213,3504,5981,5313,287,6111,4475,5416,4798
http://statistics.data.gov.uk/id/statistical-geography/S01004123,55.81999,-3.02465,2965,3582,4352,600,5550,3339,4164,3911
http://statistics.data.gov.uk/id/statistical-geography/S01004124,55.82586,-3.21896,4218,5454,5463,5178,5393,5515,5376,6053
http://statistics.data.gov.uk/id/statistical-geography/S01004125,55.82468,-3.22504,4154,6306,4380,4661,3933,5769,4312,5168
http://statistics.data.gov.uk/id/statistical-geography/S01004126,55.82759,-3.22385,250,4101,2640,6266,3400,3254,2228,2782
http://statistics.data.gov.uk/id/statistical-geography/S01004127,55.8302,-3.24424,5657,5509,5503,1804,5523,5981,5672,5739
http://statistics.data.gov.uk/id/statistical-geography/S01004128,55.82923,-3.23763,6263,5325,5615,4001,6354,6313,6109,6347
http://statistics.data.gov.uk/id/statistical-geography/S01004129,55.83074,-3.21569,6217,3426,4903,5389,4186,4799,4567,5171
http://statistics.data.gov.uk/id/statistical-geography/S01004130,55.83064,-3.2317,3878,5220,3872,4484,5206,4272,4043,4904
http://statistics.data.gov.uk/id/statistical-geography/S01004131,55.83183,-3.21983,1471,1087,905,6334,2902,3460,1103,1326
http://statistics.data.gov.uk/id/statistical-geography/S01004132,55.83492,-3.20779,3719,2117,2404,3719,2429,4130,2150,2462
http://statistics.data.gov.uk/id/statistical-geography/S01004133,55.83316,-3.21317,4126,1547,2621,4694,2657,2943,2400,2626
http://statistics.data.gov.uk/id/statistical-geography/S01004134,55.83335,-3.23856,6426,5928,6399,2047,6029,6420,6397,6345
http://statistics.data.gov.uk/id/statistical-geography/S01004135,55.83403,-3.22469,1694,1732,2181,5694,1103,3379,1187,1664
http://statistics.data.gov.uk/id/statistical-geography/S01004136,55.83336,-3.22866,3614,1305,2149,4648,3425,2381,2917,2625
http://statistics.data.gov.uk/id/statistical-geography/S01004137,55.8408,-2.93507,5275,5150,6008,241,5801,5416,5508,4909
http://statistics.data.gov.uk/id/statistical-geography/S01004138,55.83692,-3.0477,571,1366,1677,3017,1263,2069,1162,1293
http://statistics.data.gov.uk/id/statistical-geography/S01004139,55.83592,-3.23369,4382,3876,4003,2864,4213,4970,3161,4059
http://statistics.data.gov.uk/id/statistical-geography/S01004140,55.83764,-3.21411,795,2036,3125,5481,3777,4926,3225,3191
http://statistics.data.gov.uk/id/statistical-geography/S01004141,55.83744,-3.20945,3154,3027,2275,4025,4037,3780,3207,3217
http://statistics.data.gov.uk/id/statistical-geography/S01004142,55.83681,-3.2311,4736,4226,4515,2364,4074,5281,4038,4569
http://statistics.data.gov.uk/id/statistical-geography/S01004143,55.83764,-3.22273,3518,3038,2784,3811,4131,3946,3067,3411
http://statistics.data.gov.uk/id/statistical-geography/S01004144,55.84598,-3.1421,2716,3369,2958,581,2111,2790,3479,2655
http://statistics.data.gov.uk/id/statistical-geography/S01004145,55.83894,-3.22836,5084,4041,4165,2103,4023,2701,3861,4229
http://statistics.data.gov.uk/id/statistical-geography/S01004146,55.84227,-3.04979,1640,3559,3587,5856,3176,5025,3812,4002
http://statistics.data.gov.uk/id/statistical-geography/S01004147,55.84271,-3.04307,1813,918,1358,4776,1751,1854,2084,1627
http://statistics.data.gov.uk/id/statistical-geography/S01004148,55.84158,-3.21535,6285,5955,6000,2619,6243,5215,6394,6359
http://statistics.data.gov.uk/id/statistical-geography/S01004149,55.84512,-3.04537,1226,1131,1149,5051,1401,3650,839,1149
http://statistics.data.gov.uk/id/statistical-geography/S01004150,55.84472,-3.2065,5731,5850,6086,1613,6114,6161,6315,6148
http://statistics.data.gov.uk/id/statistical-geography/S01004151,55.84668,-3.20896,5203,4362,5079,1094,3546,5839,4653,4556
http://statistics.data.gov.uk/id/statistical-geography/S01004152,55.84683,-3.04525,2608,1063,1944,3380,1955,1459,1102,1501
http://statistics.data.gov.uk/id/statistical-geography/S01004153,55.84807,-3.05727,2432,2173,2153,5132,2365,3096,2863,2646
http://statistics.data.gov.uk/id/statistical-geography/S01004154,55.85569,-3.16687,5739,5267,4511,1064,5184,4151,3942,4526
http://statistics.data.gov.uk/id/statistical-geography/S01004155,55.84921,-3.05043,1763,1117,1201,4835,1944,2124,1547,1484
http://statistics.data.gov.uk/id/statistical-geography/S01004156,55.85741,-3.05768,1181,1621,1571,3979,2201,1925,1175,1536
http://statistics.data.gov.uk/id/statistical-geography/S01004157,55.85691,-3.17317,6284,5832,5735,3022,5835,6356,6372,6318
http://statistics.data.gov.uk/id/statistical-geography/S01004158,55.85877,-3.16473,2813,5019,4662,2363,4899,2784,4590,4867
http://statistics.data.gov.uk/id/statistical-geography/S01004159,55.85552,-3.13894,1200,1126,2142,924,2623,2241,1542,1556
http://statistics.data.gov.uk/id/statistical-geography/S01004160,55.86244,-3.06112,2744,3525,2865,3631,3744,3759,3531,3586
http://statistics.data.gov.uk/id/statistical-geography/S01004161,55.85967,-3.20704,4905,4463,4656,602,5884,2852,4149,4288
http://statistics.data.gov.uk/id/statistical-geography/S01004162,55.86858,-3.09579,5594,4545,5497,1506,4984,5185,5526,5353
http://statistics.data.gov.uk/id/statistical-geography/S01004163,55.86448,-3.06107,2593,1815,2197,3266,2879,1790,2043,2238
http://statistics.data.gov.uk/id/statistical-geography/S01004164,55.86623,-2.96908,4648,2900,3700,1248,3302,3215,2981,3196
http://statistics.data.gov.uk/id/statistical-geography/S01004165,55.86596,-3.03522,4914,3726,3987,1159,4847,4543,5155,4438
http://statistics.data.gov.uk/id/statistical-geography/S01004166,55.86761,-3.181,1283,1662,2384,1251,3228,3346,2857,2268
http://statistics.data.gov.uk/id/statistical-geography/S01004167,55.86695,-3.06673,923,3010,1862,5197,1797,1953,2193,2167
http://statistics.data.gov.uk/id/statistical-geography/S01004168,55.8687,-3.04057,1855,2382,1941,2946,2838,2407,2082,2203
http://statistics.data.gov.uk/id/statistical-geography/S01004169,55.86706,-3.11499,2576,1846,2011,3677,2282,2578,1571,1964
http://statistics.data.gov.uk/id/statistical-geography/S01004170,55.87089,-3.05741,1814,695,2196,4266,2934,1969,2260,2008
http://statistics.data.gov.uk/id/statistical-geography/S01004171,55.86855,-3.05878,5030,3269,3789,2836,3968,4210,4974,4482
http://statistics.data.gov.uk/id/statistical-geography/S01004172,55.86875,-3.04568,3182,1254,1480,5413,2807,1780,1672,1840
http://statistics.data.gov.uk/id/statistical-geography/S01004173,55.86859,-3.1251,4095,1664,2041,995,2349,3892,3502,2286
http://statistics.data.gov.uk/id/statistical-geography/S01004174,55.86932,-3.10914,4370,3392,3645,5027,4466,3545,3665,4303
http://statistics.data.gov.uk/id/statistical-geography/S01004175,55.87026,-3.03272,1164,838,1508,1166,2608,1709,1904,1435
http://statistics.data.gov.uk/id/statistical-geography/S01004176,55.86825,-3.07109,3425,3885,4819,2344,5307,5217,4741,4936
http://statistics.data.gov.uk/id/statistical-geography/S01004177,55.87044,-3.11563,1483,1394,1878,5386,3674,1300,2476,2279
http://statistics.data.gov.uk/id/statistical-geography/S01004178,55.87012,-3.18252,2308,1898,2926,1543,4103,1636,2662,2650
http://statistics.data.gov.uk/id/statistical-geography/S01004179,55.87075,-3.1242,4770,4431,3474,1359,4683,4893,3887,4024
http://statistics.data.gov.uk/id/statistical-geography/S01004180,55.87162,-3.0926,6464,6045,5872,3109,5432,6480,5911,6262
http://statistics.data.gov.uk/id/statistical-geography/S01004181,55.87105,-3.10136,4020,2719,3149,4099,3182,3298,3167,3418
http://statistics.data.gov.uk/id/statistical-geography/S01004182,55.8714,-3.03968,691,496,1206,4679,393,1672,608,675
http://statistics.data.gov.uk/id/statistical-geography/S01004183,55.87159,-3.12704,4653,4369,4544,1129,4268,5745,3227,3991
http://statistics.data.gov.uk/id/statistical-geography/S01004184,55.87182,-3.06223,2950,1098,2160,3636,2704,1743,2007,2055
http://statistics.data.gov.uk/id/statistical-geography/S01004185,55.873,-3.03221,2728,527,1313,1654,1947,795,1713,1259
http://statistics.data.gov.uk/id/statistical-geography/S01004186,55.87206,-3.10842,1025,2973,2086,5860,1247,2626,881,1619
http://statistics.data.gov.uk/id/statistical-geography/S01004187,55.87223,-3.11961,1668,1225,2369,2924,2351,1559,2459,2125
http://statistics.data.gov.uk/id/statistical-geography/S01004188,55.87353,-3.03747,1598,389,1227,3466,1809,1761,969,1020
http://statistics.data.gov.uk/id/statistical-geography/S01004189,55.87497,-3.09257,6155,5851,6412,2162,6469,5369,6425,6377
http://statistics.data.gov.uk/id/statistical-geography/S01004190,55.87504,-3.11488,2904,1296,2618,4636,3461,2772,2534,2647
http://statistics.data.gov.uk/id/statistical-geography/S01004191,55.87419,-3.10425,1245,3313,2595,6122,1311,2555,2671,2609
http://statistics.data.gov.uk/id/statistical-geography/S01004192,55.87667,-3.04366,1476,2030,1659,4346,2598,1723,1126,1672
http://statistics.data.gov.uk/id/statistical-geography/S01004193,55.87575,-3.15712,2350,2066,2332,3657,2261,3818,3391,2730
http://statistics.data.gov.uk/id/statistical-geography/S01004194,55.87583,-3.10917,1712,3197,2060,6394,2491,2493,1745,2340
http://statistics.data.gov.uk/id/statistical-geography/S01004195,55.87628,-3.09879,5637,3140,3255,5070,3250,3692,3141,3753
http://statistics.data.gov.uk/id/statistical-geography/S01004196,55.87705,-3.16163,2363,608,1547,2717,2888,2107,1180,1366
http://statistics.data.gov.uk/id/statistical-geography/S01004197,55.87782,-3.1567,2468,1535,1939,3559,1890,2232,1670,1839
http://statistics.data.gov.uk/id/statistical-geography/S01004198,55.88042,-3.11793,3885,5108,2220,1507,1735,5236,3341,2833
http://statistics.data.gov.uk/id/statistical-geography/S01004199,55.87812,-3.10476,3617,3101,3178,6173,3007,5069,3431,3790
http://statistics.data.gov.uk/id/statistical-geography/S01004200,55.87901,-3.09551,5308,5725,6184,4632,6143,5720,5762,6406
http://statistics.data.gov.uk/id/statistical-geography/S01004201,55.88134,-3.15488,2177,3107,3014,5503,4211,4726,3674,3862
http://statistics.data.gov.uk/id/statistical-geography/S01004202,55.88038,-3.16189,3929,3731,3771,3994,5825,3305,4703,4849
http://statistics.data.gov.uk/id/statistical-geography/S01004203,55.87693,-3.14644,5240,3034,2628,4779,3394,3328,3239,3454
http://statistics.data.gov.uk/id/statistical-geography/S01004204,55.8803,-3.09926,6425,4586,4311,4287,3634,4772,4857,5088
http://statistics.data.gov.uk/id/statistical-geography/S01004205,55.88037,-3.05239,2830,407,1327,2549,2612,2312,1667,1356
